proper,ra,dec,dist,mag,absmag,ci,temp,x,y,z,con,lum,var,var_min,var_max
,12.562411,41.35748,8.4395,4.24,4.608,0.588,6014.929851,-6.266213,-0.929293,5.576481,CVn,1.249683397,,,
,12.237909,0.621346,8.4602,13.73,14.093,1.77,3427.944733,-8.443299,-0.526567,0.091746,,0.000200817,,,
,2.275314,13.594943,8.4602,15.79,16.153,1.98,3190.234928,6.806865,4.613779,1.988623,,3.01E-05,,,
,3.222852,4.775634,8.4674,13.8,14.161,1.82,3368.086761,5.608502,6.304334,0.704946,,0.000188625,,,
,16.334532,-37.530714,8.4724,14.15,14.51,1.79,3403.739628,-2.837867,-6.090101,-5.161273,,0.000136773,,,
,1.190439,15.439265,8.4746,14.36,14.719,,,7.77526,2.504849,2.256081,,0.000112824,,,
,19.118217,20.888048,8.5143,10.77,11.119,1.57,3691.168543,2.295683,-7.616551,3.035818,Sge,0.00310742,,10.841,10.671
,5.041092,-21.255243,8.5193,10.5,10.848,,,1.972362,7.690888,-3.088445,Lep,0.003988412,,,
,4.05109,-15.152604,8.5529,10.41,10.749,,,4.031777,7.204078,-2.235649,Eri,0.004369181,,,
,13.306763,-18.311196,8.5551,4.74,5.079,0.709,5571.105833,-7.651172,-2.724657,-2.6878,Vir,0.809841447,,,
,8.893343,-3.49008,8.5616,18.8,19.137,,,-5.871673,6.20909,-0.521194,,1.93E-06,,,
,5.04123,-21.256645,8.5771,8.31,8.643,1.43,3901.925322,1.985393,7.742932,-3.109538,Lep,0.03039485,,,
,11.852048,35.272017,8.5852,9.76,10.091,1.477,3828.432263,-7.003872,0.27144,4.957603,UMa,0.0080094,,,
,0.334142,-64.874791,8.5866,4.23,4.561,0.576,6063.132553,3.631914,0.318885,-7.774227,Tuc,1.304968414,,,
,22.929805,-75.458671,8.6155,10.42,10.744,1.485,3816.208559,2.078553,-0.598387,-8.338773,Oct,0.004389348,,10.487,10.347
,7.970183,41.303706,8.6162,12.02,12.343,1.618,3624.241141,-3.192462,5.630519,5.68706,,0.001006468,,12.106,11.916
,22.645908,-20.620869,8.6423,11.45,11.767,1.6,3649.041928,7.585671,-2.807674,-3.043668,Aqr,0.001710803,,,
,5.906386,20.276174,8.6633,4.39,4.702,0.594,5991.135977,0.199145,8.12391,3.002187,Ori,1.146040591,Chi-1,4.409,4.379
,6.563156,-75.624991,8.6813,11.41,11.717,,,-0.316527,2.131914,-8.409502,Men,0.001791431,,,
,22.645988,-20.621134,8.6949,9.06,9.364,1.466,3845.373476,7.631801,-2.824618,-3.062202,Aqr,0.01564588,FK,9.099,9.009
,14.284325,31.711595,8.6957,13.1,13.403,,,-6.113698,-4.16477,4.570841,,0.00037914,,,
,6.871665,-5.188427,8.7002,10.09,10.392,1.5,3793.506494,-1.960063,8.439581,-0.786739,Mon,0.006070158,,,
,5.013611,-5.753675,8.7078,6.22,6.52,1.049,4628.088712,2.212605,8.376843,-0.872994,Eri,0.214783047,,,
,6.871681,-5.173713,8.71,6.58,6.88,1.071,4578.489748,-1.962415,8.449535,-0.785422,Mon,0.154170045,,,
,19.12034,20.877015,8.7527,10.76,11.049,1.57,3691.168543,2.364482,-7.829067,3.119241,Sge,0.003314362,,10.847,10.667
,20.496643,9.688571,8.7566,13.05,13.338,1.65,3581.00279,5.248184,-6.851996,1.473543,,0.000402532,,,
,8.527146,19.400083,8.7719,13.32,13.605,,,-5.083298,6.528145,2.913697,,0.000314775,,,
,11.487898,18.285492,8.7719,13.79,14.075,,,-8.254211,1.113384,2.752202,,0.000204174,,,
,17.317048,-46.636603,8.7866,8.69,8.971,1.41,3934.098141,-1.072432,-5.937897,-6.38891,Ara,0.022469841,,,
,7.865175,-0.002777,8.7873,13.5,13.781,1.68,3541.426071,-4.123605,7.762685,-0.000425,,0.00026767,,,
,7.865454,-0.001128,8.7873,15,15.281,,,-4.122923,7.760035,-0.000173,,6.72E-05,,,
,17.317655,-46.636235,8.802,5.47,5.747,0.764,5391.631155,-1.073804,-5.947684,-6.399284,Ara,0.437723638,,,
,5.466709,9.643928,8.8106,12.48,12.755,1.653,3577.003926,1.208775,8.601568,1.475993,,0.000688652,,12.624,12.254
,12.414575,-18.242288,8.8511,11.28,11.545,1.574,3685.493429,-8.357279,-0.91066,-2.770875,Crv,0.00209894,,11.377,11.207
,11.590821,-32.539972,8.8826,9.81,10.067,1.489,3810.127094,-7.445463,0.800648,-4.777978,Hya,0.008188418,,,
,22.020304,28.306906,8.9023,11.99,12.242,1.718,3492.576619,6.808447,-3.882732,4.22142,Peg,0.001104587,V374,12.096,11.856
,8.692543,-32.941624,8.9047,11.88,12.132,0.22,8011.383532,-4.84359,5.694145,-4.843849,Pyx,0.001222362,,,
,20.254806,-27.032977,8.9111,5.73,5.98,0.878,5056.136313,4.417951,-6.593863,-4.049903,Cap,0.35318317,,,
,11.335364,65.846487,8.9182,9.31,9.559,1.412,3930.856006,-3.594174,0.632449,8.137924,UMa,0.013073745,SZ,9.359,9.259
,19.181198,-48.078712,8.919,10.28,10.528,,,1.81341,-5.676232,-6.636301,Tel,0.0053555,,10.544,9.904
,5.741057,-22.448382,8.927,3.59,3.836,0.481,6476.334733,0.558889,8.231515,-3.40875,Lep,2.544485615,,,
,7.672348,-17.413251,8.9286,13,13.246,0.24,7865.815504,-3.612268,7.716286,-2.672154,,0.000438127,,,
,12.168072,-15.071534,8.9286,12.06,12.306,1.58,3677.014629,-8.613129,-0.37923,-2.321657,,0.001041358,,,
,7.672348,-17.413251,8.9286,16.42,16.666,1.83,3356.373216,-3.612041,7.7158,-2.671986,,1.88E-05,,,
,2.037337,10.337364,8.9286,15.61,15.856,2.02,3148.75198,7.563603,4.465963,1.602182,,3.96E-05,,,
,13.986218,-19.835763,8.9286,13,13.246,,,-7.288764,-4.173097,-3.029698,,0.000438127,,,
,5.74059,-22.420198,8.9694,6.13,6.366,0.94,4891.57251,0.562689,8.271905,-3.420733,Lep,0.247514132,,,
,23.758834,-16.171768,9.009,14.5,14.727,,,8.635281,-0.545965,-2.509168,,0.000111995,,,
,1.054654,62.366819,9.0171,13.66,13.885,1.68,3541.426071,4.02358,1.14093,7.988565,,0.00024322,,,
,6.56217,-75.62999,9.0188,10.35,10.574,,,-0.328154,2.214126,-8.736631,Men,0.00513334,,10.432,10.162
,9.600453,-21.660797,9.0236,10.91,11.133,1.572,3688.32872,-6.784803,4.928214,-3.330451,Hya,0.003067609,,10.976,10.846
,23.122055,-32.268273,9.0318,12.28,12.501,,,7.436065,-1.739907,-4.821936,,0.000870162,,12.925,10.625
,3.720806,-9.763395,9.0408,3.52,3.739,0.915,4956.546437,5.006502,7.370189,-1.533131,Eri,2.782274658,Del,3.531,3.511
Groombridge 1830,11.88282,37.718679,9.0917,6.42,6.627,0.754,5423.341002,-7.187679,0.220247,5.561623,UMa,0.194625616,CF,6.546,6.406
,22.161207,-4.640729,9.0959,10.41,10.616,1.531,3747.467018,8.035603,-4.197679,-0.735916,Aqr,0.004938556,,,
,8.268884,1.302573,9.1224,10.08,10.279,1.51,3778.527101,-5.104251,7.557897,0.207372,Hya,0.006735968,,,
,13.197904,27.878183,9.1291,4.23,4.428,0.572,6079.385356,-7.676072,-2.489414,4.268726,Com,1.475027102,,,
,3.322693,3.370198,9.1399,4.84,5.035,0.681,5667.475723,5.88441,6.973226,0.537318,Cet,0.843334758,Kap-1,4.864,4.824
,2.084669,-17.614632,9.1424,10.19,10.385,1.514,3772.569709,7.447634,4.522928,-2.766518,Cet,0.00610942,,,
,11.882015,37.719619,9.1567,12,12.191,,,-7.239693,0.221836,5.602057,UMa,0.001157711,,,
,7.065292,52.707092,9.1659,13.3,13.489,1.84,3344.743474,-1.529443,5.338769,7.291918,,0.000350268,,,
,5.055581,-17.373541,9.2073,11.71,11.889,1.661,3566.385376,2.150567,8.520023,-2.749301,Lep,0.001528974,,11.798,11.628
,11.775376,-40.500354,9.2208,4.89,5.066,0.664,5727.747329,-6.99949,0.412234,-5.988563,Cen,0.81959632,,,
,11.776003,-40.495551,9.2396,15,15.172,,,-7.014188,0.412626,-6.000094,,7.43E-05,,,
,21.440705,-65.366198,9.2618,4.21,4.377,0.494,6416.226605,3.025799,-2.397286,-8.418648,Pav,1.545966219,,,
,5.143064,-18.172048,9.2721,10.28,10.444,1.52,3763.670129,1.95987,8.588938,-2.891723,Lep,0.005786287,,10.338,10.228
,4.715487,18.958171,9.2739,9.95,10.114,1.523,3759.236679,2.894283,8.279782,3.012961,Tau,0.007841515,,,
,2.096834,-30.17665,9.2756,12.15,12.313,1.719,3491.309927,6.840438,4.183997,-4.662544,,0.001034666,,12.25,12.04
,6.041436,49.863974,9.2764,14.47,14.633,1.87,3310.347932,-0.064926,5.979256,7.091959,,0.000122124,,,
,13.712023,33.290104,9.279,12.03,12.192,2.4,2803.663902,-6.990214,-3.361201,5.093044,,0.001156645,,12.14,11.94
,20.434689,58.57218,9.2937,14.04,14.199,1.79,3403.739628,2.884081,-3.894277,7.930293,,0.000182138,,,
,6.172129,82.106754,9.3729,10.48,10.621,1.514,3772.569709,-0.058,1.285826,9.283912,Cam,0.004915866,,10.534,10.424
,5.844309,-1.429388,9.402,9.38,9.514,0.24,7865.815504,0.382999,9.391268,-0.234532,Ori,0.013626992,,9.528,8.638
,3.030943,-16.593373,9.4197,10.4,10.53,,,6.331435,6.434849,-2.690055,Eri,0.005345644,,,
,9.662908,-41.067557,9.467,10.72,10.839,1.521,3762.191106,-5.843427,4.100249,-6.220166,Vel,0.00402161,,10.804,10.664
,17.732211,43.378612,9.4787,10.49,10.606,1.528,3751.871658,-0.482592,-6.872396,6.510036,Her,0.004984252,,,
,17.056637,51.405844,9.5057,13.56,13.67,1.75,3452.508366,-1.449495,-5.749763,7.429504,,0.000296483,,,
,4.630186,-8.818755,9.5147,13.77,13.878,0.33,7276.378482,3.299977,8.804084,-1.458691,,0.000244794,,,
,3.845601,-6.094239,9.5329,12.79,12.894,1.7,3515.540832,5.06738,8.010843,-1.012052,,0.000605899,,,
,11.575063,-32.833234,9.5383,15,15.103,,,-7.965007,0.890014,-5.171626,,7.92E-05,,,
,11.574878,-32.83134,9.5593,5.96,6.058,0.811,5247.729703,-7.982524,0.892159,-5.182636,Hya,0.328700224,,,
,16.680091,-46.00725,9.5602,12.68,12.778,1.61,3635.220427,-2.249263,-6.248781,-6.878976,,0.000674217,,,
,16.951701,-4.350405,9.5785,12.28,12.374,1.6,3649.041928,-2.588404,-9.193471,-0.726586,,0.000978138,,,
,0.077898,-40.705153,9.5969,12.84,12.929,1.63,3607.900506,7.27354,0.148745,-6.258677,,0.000586678,,,
,11.684171,34.201635,9.6117,5.31,5.396,0.723,5524.220996,-7.922294,0.656542,5.402774,UMa,0.604783592,,,
,4.368687,19.259909,9.6154,12.9,12.985,1.7,3515.540832,3.759917,8.261925,3.171677,,0.000557186,,,
,3.878083,17.019189,9.6154,13.7,13.785,,,4.848881,7.811766,2.81435,,0.000266686,,,
,14.90812,16.101062,9.6534,10.11,10.187,1.5,3793.506494,-6.714014,-6.398547,2.67718,Boo,0.007331621,CE,10.15,10.02
,9.512385,0.322661,9.6656,11.71,11.784,1.588,3665.772322,-7.686867,5.858842,0.05443,Hya,0.001684225,,11.833,11.593
,14.51166,59.717783,9.6805,17.88,17.951,,,-3.864652,-2.983062,8.360544,,5.75E-06,,,
,17.289866,-7.876427,9.6824,11.09,11.16,,,-1.772845,-9.425782,-1.326847,Oph,0.002992265,,,
,12.631276,-52.001477,9.6918,10.65,10.718,1.47,3839.195018,-5.885415,-0.981456,-7.637418,Cen,0.004495728,,10.714,10.584
,17.587109,-48.680866,9.7248,10.13,10.191,1.543,3729.955343,-0.692694,-6.383349,-7.30375,Ara,0.00730466,,,
,14.359603,-16.258501,9.7418,13.45,13.507,,,-7.623809,-5.416765,-2.727426,,0.000344509,,,
,6.619671,17.564801,9.7466,9.63,9.686,1.48,3823.838842,-1.500769,9.169698,2.941219,Gem,0.011630543,,,
,16.605958,-2.324584,9.7513,5.77,5.825,0.827,5200.58599,-3.477447,-9.101465,-0.395514,Oph,0.407380278,V2133,5.778,5.758
,10.829586,35.546333,9.7656,13.02,13.072,1.66,3567.709122,-7.575548,2.397046,5.67734,,0.00051428,,,
,2.560159,24.925877,9.7656,12.96,13.012,1.7,3515.540832,6.940132,5.501163,4.115667,,0.000543501,,,
,16.751765,33.509229,9.8078,8.1,8.142,1.31,4103.639505,-2.62499,-7.74472,5.414454,Her,0.048216979,,,
,20.676098,15.498127,9.8425,13.43,13.464,1.72,3490.044185,6.11219,-7.247628,2.628946,,0.000358426,,,
,9.741653,-45.776513,9.8707,10.22,10.248,1.53,3748.934037,-5.716082,3.837529,-7.073973,Vel,0.006931065,,10.279,10.169
,0.724006,-41.293663,9.901,13.1,13.122,,,7.305815,1.401298,-6.533854,,0.000491134,,,
,20.75264,-31.340899,9.9098,8.81,8.83,1.47,3839.195018,5.584971,-6.35954,-5.15434,Mic,0.025585859,AU,8.868,8.758
,0.690425,-22.350742,9.9206,14.53,14.547,0.62,5890.322012,9.025834,1.649371,-3.77256,,0.00013219,,,
,1.043993,62.345045,9.9602,9.56,9.569,1.463,3850.020915,4.451317,1.24802,8.82229,Cas,0.012953884,,,
,2.720781,-54.117408,9.9671,12.16,12.167,,,4.421565,3.818177,-8.075542,,0.001183586,,,
,17.506313,5.54852,9.9771,9.33,9.335,1.461,3853.125706,-1.279893,-9.847494,0.964669,Oph,0.016069413,,,
,8.689501,59.499027,9.98,15.05,15.054,1.93,3243.699497,-3.27887,3.860968,8.598973,,8.29E-05,,,
,23.897133,-75.632529,9.993,9.99,9.992,1.466,3845.373476,2.478766,-0.066693,-9.680461,Oct,0.008774048,,10.034,9.924
,2.026335,63.770687,10,11.03,11.03,1.54,3734.317309,3.812383,2.235851,8.970324,Cas,0.003372873,,,
,4.636699,28.218456,10,12.53,12.53,1.65,3581.00279,3.078488,8.25625,4.728346,,0.000847227,,,
,22.041357,-37.082355,10,11.8,11.8,1.65,3581.00279,6.951863,-3.91347,-6.029623,Gru,0.001659587,,,
,16.521808,40.863954,10,14.79,14.79,1.72,3490.044185,-2.854261,-7.00335,6.542651,,0.000105682,,,
,16.849259,22.450627,10,14.08,14.08,1.75,3452.508366,-2.742372,-8.82585,3.818871,,0.000203236,,,
,1.081365,-18.124291,10,14.46,14.46,1.87,3310.347932,9.125486,2.654896,-3.110793,,0.000143219,,,
,1.851118,-6.118806,10,14.6,14.6,,,8.7981,4.632201,-1.065904,,0.000125893,,,
,9.522061,-13.488704,10.012,10.06,10.057,1.545,3727.05324,-7.758109,5.882119,-2.335351,Hya,0.008264184,,10.106,9.996
,14.017552,-2.654864,10.0281,9.71,9.704,1.461,3853.125706,-8.652161,-5.04848,-0.464497,Vir,0.011439314,,,
,16.04764,20.587624,10.0604,12.56,12.547,1.63,3607.900506,-4.607576,-8.215205,3.538084,,0.000834065,,,
,13.958911,61.492861,10.0644,6.49,6.476,1.04,4648.707065,-4.185388,-2.356764,8.843971,UMa,0.223666015,,,
,0.541063,67.235669,10.0654,10.27,10.256,1.52,3763.670129,3.855636,0.550293,9.281315,Cas,0.006880183,V547,10.434,10.204
,1.795668,63.852501,10.0675,5.63,5.615,0.804,5268.642156,3.955256,2.009812,9.03725,Cas,0.494310687,V987,5.643,5.613
,1.207752,-1.85684,10.101,14.09,14.068,,,9.595226,3.139221,-0.327295,,0.000205494,,,
,4.628004,52.893614,10.1102,8.62,8.596,1.423,3913.123291,2.144056,5.710386,8.063288,Cam,0.031739494,,,
,0.538736,67.236151,10.1276,12.4,12.372,,,3.879436,0.553436,9.338735,,0.000979941,,,
,11.703064,26.70657,10.141,10.67,10.64,1.493,3804.065747,-9.031878,0.703493,4.557621,Leo,0.004830588,,10.716,10.596
,3.175254,-68.599373,10.1523,14.73,14.697,0.62,5890.322012,2.496467,2.736885,-9.452317,,0.000115133,,,
,11.965636,-27.707043,10.1574,6.99,6.956,1.128,4455.0344,-8.992748,0.080959,-4.7229,Hya,0.143747401,,,
,19.360737,20.865867,10.1626,13.38,13.345,1.71,3502.744499,3.313201,-8.904106,3.621426,,0.000399945,,,
,14.897641,23.555766,10.1626,11.53,11.495,,,-6.761181,-6.408157,4.061269,Boo,0.00219786,,11.631,10.961
,9.047959,68.062825,10.1729,12.65,12.613,,,-2.721109,2.653167,9.436322,,0.000784874,,,
,17.197851,-1.851765,10.1843,11.45,11.41,1.6,3649.041928,-2.121931,-9.955354,-0.329093,Oph,0.00237684,,11.547,11.377
,22.28857,-8.804275,10.1937,13.4,13.358,1.7,3515.540832,9.081708,-4.365172,-1.560666,,0.000395185,,,
,22.28857,-8.804275,10.1937,14.4,14.358,1.9,3276.674296,9.079249,-4.36399,-1.560244,,0.000157326,,,
,6.170632,-74.753045,10.1978,5.08,5.037,0.714,5554.263969,-0.119802,2.679222,-9.839152,Men,0.841782708,,,
,9.746669,-18.212149,10.2041,12.6,12.556,1.59,3662.97288,-8.054933,5.392542,-3.189296,,0.00082718,,,
,9.89872,20.946514,10.2041,14.05,14.006,,,-8.123758,4.982052,3.647928,,0.00021757,,,
,12.817536,66.110181,10.2135,10.94,10.894,1.626,3613.330388,-4.04189,-0.878428,9.338443,Dra,0.003822962,DP,11.007,10.857
,19.204054,2.886404,10.2208,11.09,11.043,1.542,3731.408156,3.16458,-9.70451,0.514659,Aql,0.003332729,,11.148,11.028
,14.897875,23.55593,10.2218,12.7,12.652,,,-6.800458,-6.446013,4.085082,,0.000757182,,,
,20.697621,-32.436746,10.2249,11,10.952,,,5.600417,-6.565364,-5.484229,Mic,0.003624099,,,
,3.175272,-68.600941,10.2396,11.39,11.339,0.025,9823.727828,2.517808,2.760182,-9.533701,Hyi,0.002537465,,11.456,11.326
,13.764089,-17.968218,10.2438,11.81,11.758,1.542,3731.408156,-8.723342,-4.341944,-3.160104,Vir,0.001725043,,11.933,11.563
,22.036187,1.400227,10.2449,9.17,9.117,1.453,3865.597156,8.917954,-5.036744,0.25035,Aqr,0.019642646,,,
,2.810082,54.388169,10.3093,15.32,15.254,0.93,4917.344679,4.450787,4.028231,8.38126,,6.89E-05,,,
,9.266582,53.425452,10.3413,13.85,13.777,0.34,7216.762974,-4.649761,4.043589,8.304915,,0.000268658,,,
,5.673804,24.804352,10.3413,14.85,14.777,1.88,3299.044335,0.800655,9.353063,4.338392,,0.000106955,,,
,16.969127,25.74416,10.3445,9.7,9.626,1.522,3760.71329,-2.484285,-8.980483,4.493186,Her,0.012291362,,9.764,9.634
,2.87559,-12.769714,10.352,6.05,5.975,0.862,5100.52949,7.367728,6.902771,-2.288171,Eri,0.354813389,EP,6.08,6.04
,9.009444,46.586484,10.352,13.32,13.245,1.72,3490.044185,-5.042879,5.01852,7.519823,,0.000438531,,,
,2.285961,35.4434,10.352,15.99,15.915,,,6.96777,4.751502,6.003109,,3.75E-05,,,
,11.529625,-41.046439,10.3563,11.55,11.474,1.635,3601.136892,-7.750812,0.959396,-6.800218,Cen,0.002240784,V857,11.649,11.479
Pollux,7.755277,28.026199,10.3584,1.16,1.084,0.991,4764.451256,-4.055465,8.19518,4.867171,Gem,32.09223768,,,
,13.329285,47.777059,10.3724,9.8,9.721,,,-6.552547,-2.377192,7.681131,CVn,0.011261597,,,
,10.694391,37.610542,10.395,12.98,12.896,1.68,3541.426071,-7.758437,2.761043,6.344286,,0.000604784,,,
,11.902323,9.806041,10.4058,12.77,12.684,1.69,3528.434308,-10.250419,0.262174,1.772248,,0.000735191,,,
,2.205831,3.57562,10.4145,10.04,9.952,1.431,3900.331058,8.708661,5.674387,0.649508,Cet,0.009103324,,,
,11.303118,31.528783,10.4167,4.33,4.241,0.59,6006.976021,-8.73089,1.610966,5.446747,UMa,1.752265862,,,
,11.303118,31.528783,10.4167,4.8,4.711,,,-8.730989,1.610983,5.446808,UMa,1.136579975,,,
,18.712303,13.903141,10.4167,12.81,12.721,,,1.874688,-9.936221,2.502937,,0.000710559,,,
,15.701832,-19.471772,10.4275,11.83,11.739,1.591,3661.574821,-5.564952,-8.105292,-3.476175,Lib,0.001755497,,11.936,11.616
,4.506816,39.85098,10.4275,13.91,13.819,1.73,3477.438782,3.050171,7.401475,6.68187,,0.000258464,,,
,22.228411,-17.687076,10.4384,13.57,13.477,1.73,3477.438782,8.895466,-4.44933,-3.171748,,0.00035416,,,
,9.360584,-60.281953,10.4624,9.49,9.392,1.472,3836.113527,-3.996814,3.305667,-9.086618,Car,0.015247548,,,
,6.901092,60.871764,10.4789,11.01,10.908,1.552,3716.932701,-1.192279,4.95947,9.15366,Lyn,0.003773984,,11.064,10.944
,4.891521,-55.851595,10.5263,12.15,12.039,1.6,3649.041928,1.690648,5.661786,-8.711423,,0.00133168,,,
,2.03023,73.543258,10.5263,14.12,14.009,1.9,3276.674296,2.570337,1.51187,10.095079,,0.00021697,,,
,4.288405,8.823778,10.5263,13.82,13.709,,,4.50653,9.374804,1.614692,,0.000286022,,,
,14.478657,33.176703,10.5263,19.74,19.629,,,-7.018974,-5.323617,5.759645,,1.23E-06,,,
,9.522062,-13.487542,10.5319,10.8,10.687,,,-8.160985,6.187518,-2.456396,Hya,0.00462594,,,
,3.151005,49.613278,10.5407,4.05,3.936,0.595,5987.189979,4.634786,5.016825,8.029067,Per,2.320598462,,,
,9.9358,62.788463,10.5619,8.99,8.871,1.438,3889.209072,-4.141492,2.484907,9.393073,UMa,0.024637691,,,
,12.845435,-0.768132,10.5708,8.49,8.369,1.409,3935.721299,-10.312056,-2.32043,-0.141713,Vir,0.039120104,,,
,17.087161,-5.094228,10.5719,10.08,9.959,1.476,3829.965955,-2.492689,-10.231171,-0.938748,Oph,0.009044821,,,
,7.644705,-21.224577,10.6033,11.68,11.553,1.588,3665.772322,-4.125626,8.981866,-3.838654,Pup,0.002083531,,11.768,11.578
,16.807101,59.056309,10.6338,12.24,12.107,0.16,8486.08451,-1.679959,-5.203377,9.120323,Dra,0.001250835,DN,12.414,12.104
,0.148375,20.840034,10.6383,13.54,13.406,,,9.934814,0.386096,3.784683,,0.000378094,,,
,4.503495,5.298818,10.6758,9.83,9.688,0.6,5967.54345,4.059005,9.824722,0.985911,Tau,0.011609139,,,
,19.164328,17.665659,10.6838,13.52,13.376,1.85,3333.196615,3.054997,-9.710163,3.241942,,0.000388687,,,
,16.278668,67.238846,10.6872,8.61,8.466,1.409,3935.721299,-1.800975,-3.721866,9.854777,Dra,0.035776677,,,
,20.697536,-32.43523,10.6952,10.27,10.124,1.55,3719.818456,5.857959,-6.867725,-5.736307,Mic,0.007769624,AT,10.315,10.235
,17.084277,-5.066508,10.7066,7.7,7.552,1.1,4514.792643,-2.53238,-10.360059,-0.945549,Oph,0.083023302,,,
,13.329342,47.778029,10.7066,8.48,8.332,1.469,3840.737695,-6.763524,-2.453736,7.928718,CVn,0.040476225,,,
,16.688113,31.602726,10.7158,2.81,2.66,0.65,5778.423731,-3.073152,-8.593139,5.615032,Her,7.51622894,,,
,14.706065,66.055742,10.7331,10.88,10.726,1.615,3628.350306,-3.30789,-2.83419,9.809417,UMi,0.004462724,,10.931,10.811
,3.54887,-44.701951,10.74,11.47,11.315,1.56,3705.436013,4.569153,6.114994,-7.554493,Hor,0.002594179,,11.573,11.393
,19.762751,27.124783,10.7411,12.91,12.755,1.72,3490.044185,4.256757,-8.559719,4.89719,,0.000688652,,,
,19.762751,27.124783,10.7411,13.4,13.245,,,4.256757,-8.559719,4.89719,,0.000438531,,,
,16.279378,67.256247,10.7423,10.69,10.535,1.5,3793.506494,-1.808253,-3.738687,9.906851,Dra,0.005321083,EW,10.745,10.635
,11.15872,-24.598643,10.7527,10.44,10.282,1.529,3750.40225,-9.540629,2.135974,-4.475893,Crt,0.006717381,,10.497,10.377
,1.9868,3.518118,10.7527,14,13.842,,,9.313051,5.334067,0.65983,,0.000253046,,,
,6.181965,10.32,10.7793,12.5,12.337,,,-0.505011,10.592888,1.931065,,0.001012045,,,
,2.173673,-50.823725,10.7828,6.12,5.956,0.812,5244.756609,5.738173,3.670852,-8.359261,Eri,0.361077145,,,
,2.284191,34.224231,10.784,4.84,4.676,0.607,5940.269764,7.36921,5.020051,6.065246,Tri,1.173815932,,,
,23.87236,75.543859,10.7898,11.7,11.535,,,2.692069,-0.089412,10.448184,Cep,0.002118361,,,
,16.688157,31.601207,10.7956,5.4,5.234,,,-3.096312,-8.657766,5.656936,Her,0.70210166,,,
,17.197838,-1.853748,10.8015,12.2,12.033,,,-2.250561,-10.55866,-0.349411,,0.00133906,,,
,14.516991,-12.2961,10.8178,11.92,11.749,1.591,3661.574821,-8.356758,-6.471623,-2.3038,Lib,0.001739402,,12.014,11.744
,1.021701,61.366958,10.8225,10.83,10.658,1.57,3691.168543,5.001794,1.371175,9.499372,Cas,0.004751164,,,
,15.925444,35.199694,10.8696,13.68,13.499,,,-4.590406,-7.603905,6.265541,,0.000347056,,,
,22.481691,-13.422308,10.8814,17.14,16.957,2.16,3011.904015,9.758009,-4.096832,-2.525614,,1.44E-05,,,
,23.873533,75.544588,10.8909,6.36,6.175,0.977,4798.647581,2.717175,-0.089877,10.546133,Cep,0.295120923,,,
,18.966705,5.90812,10.9075,9.22,9.031,1.444,3879.728362,2.716642,-10.504041,1.122757,Ser,0.021261799,,,
,6.181889,10.318066,10.9111,10.41,10.221,1.45,3870.29564,-0.510998,10.722973,1.954403,Ori,0.007105588,,,
,11.844922,1.764718,10.929,3.59,3.397,0.518,6308.363585,-10.914853,0.443379,0.336562,Vir,3.812413511,,,
,19.367372,7.042785,10.929,12.35,12.157,1.69,3528.434308,3.80097,-10.160476,1.34021,,0.001194538,,,
,13.624646,35.717763,10.9361,9.06,8.866,1.391,3965.178684,-8.087832,-3.663676,6.38434,CVn,0.024751413,,,
,19.343035,-7.66668,10.9517,12.28,12.083,0.07,9328.334231,3.738113,-10.189776,-1.461065,,0.001278792,,12.421,12.051
,14.335234,-9.621801,10.9769,12.9,12.698,1.59,3662.97288,-8.865278,-6.214085,-1.835363,,0.000725772,,,
,3.211895,-54.114162,10.989,14.75,14.545,0.52,6299.551259,4.295221,4.800344,-8.903141,,0.000132434,,,
,23.360406,17.29038,10.989,11.7,11.495,1.524,3757.761272,10.345664,-1.748718,3.26609,Peg,0.00219786,,11.774,11.604
Denebola,11.817663,14.57206,10.9999,2.14,1.933,0.09,9125.458485,-10.633926,0.508011,2.767546,Leo,14.68249968,,,
,17.654699,3.555239,10.9999,6.53,6.323,0.959,4843.383909,-0.99114,-10.934101,0.682125,Oph,0.257513499,,,
,1.880314,-22.434857,11.0059,8.89,8.682,1.424,3911.519485,8.965111,4.808034,-4.20026,Cet,0.029322433,,,
,18.160408,38.457777,11.0241,6.38,6.168,0.876,5061.640606,0.362378,-8.624863,6.856197,Her,0.297029784,,,
,0.204343,50.423483,11.0254,14.36,14.148,0.42,6775.501819,7.014344,0.375199,8.498096,,0.000190897,,,
,19.404267,75.554496,11.0254,15.37,15.158,1.94,3232.85935,0.989226,-2.566331,10.676836,,7.53E-05,,,
,5.85547,-0.17199,11.0497,14.55,14.333,0.48,6481.008924,0.417995,11.041742,-0.033168,,0.00016099,,,
,0.656063,21.250472,11.0595,5.88,5.661,0.85,5134.371181,10.155576,1.761632,4.008362,Psc,0.473805393,,,
